id,name,platform,genre,developer,original_release_date
15520,Bomb'X,Amiga,Strategy,Mediagogo,1/1/1993
15520,Bomb'X,Atari ST,Strategy,Mediagogo,1/1/1993
15520,Bomb'X,PC,Strategy,Mediagogo,1/1/1993
15935,C.I.T.Y. 2000,PC,Adventure,Aditus Inc.,1/1/1993
15997,Cruel World,PC,Action,Makh-Shevet,1/1/1993
16209,Ball Breakers Corp.,PC,Action,Kronos,1/1/1993
16702,Robot IV: Operation ExtraTax,PC,Action,TOM Productions,1/1/1993
18257,Energie-Manager,Amiga,Simulation,Rauser Advertainment GmbH,1/1/1993
18257,Energie-Manager,PC,Simulation,Rauser Advertainment GmbH,1/1/1993
18378,Walls of Illusion,Atari ST,Role-Playing,Motelsoft,1/1/1993
18454,Ambermoon,Amiga,Adventure,Thalion Software,1/1/1993
19033,Towers: Lord Baniff's Deceit,Game Boy Color,Role-Playing,JV Games. Inc.,1/1/1993
19033,Towers: Lord Baniff's Deceit,Atari ST,Role-Playing,JV Games. Inc.,1/1/1993
19033,Towers: Lord Baniff's Deceit,PC,Role-Playing,JV Games. Inc.,1/1/1993
22692,The Wizard of Oz,SNES,Platformer,SETA Corporation,1/1/1993
29364,Four Flush,NEC PC-9801,Adventure,Agumix,1/1/1993
27828,Lucky & Wild,Arcade,Driving/Racing,Namco Bandai Games Inc.,12/31/1992
5450,NHLPA Hockey '93,SNES,Sports,Park Place Productions,12/31/1992
5450,NHLPA Hockey '93,Genesis,Sports,Park Place Productions,12/31/1992
5450,NHLPA Hockey '93,PC,Sports,Park Place Productions,12/31/1992
5763,World Trophy Soccer,Genesis,Sports,Krisalis Software Ltd.,12/31/1992
18018,Earnest Evans,Sega CD,Action,Wolf Team,12/31/1992
18018,Earnest Evans,Genesis,Action,Wolf Team,12/31/1992
19237,The Oregon Trail: 3rd Edition,PC,Adventure,The Learning Company,12/31/1992
11404,Teenage Mutant Ninja Turtles: The HyperStone Heist,Genesis,Action,Konami Corporation,12/21/1992
18122,Streets of Rage 2,Sega Master System,Action,Ancient,12/20/1992
18122,Streets of Rage 2,Game Gear,Action,Ancient,12/20/1992
18122,Streets of Rage 2,Wii Shop,Action,Ancient,12/20/1992
18122,Streets of Rage 2,Xbox Live Marketplace,Action,Ancient,12/20/1992
18122,Streets of Rage 2,Genesis,Action,Ancient,12/20/1992
18122,Streets of Rage 2,Arcade,Action,Ancient,12/20/1992
18122,Streets of Rage 2,PlayStation Network (PS3),Action,Ancient,12/20/1992
22384,David Crane's Amazing Tennis,SNES,Tennis,Imagineering Inc.,12/18/1992
22384,David Crane's Amazing Tennis,Genesis,Tennis,Imagineering Inc.,12/18/1992
6710,World of Illusion starring Mickey Mouse and Donald Duck,Genesis,Action,SEGA Interactive Development Division,12/17/1992
29599,Star Wars,Pinball,Pinball,Data East Corporation,12/16/1992
2823,Swamp Thing,Game Boy,Action,Equilibrium. Inc.,12/15/1992
2823,Swamp Thing,NES,Action,Equilibrium. Inc.,12/15/1992
9697,Daemonsgate,PC,Adventure,Imagitec Design Inc.,12/15/1992
11478,Comanche: Maximum Overkill,PC,Action,NovaLogic. Inc.,12/15/1992
13609,Chester Cheetah: Too Cool to Fool,SNES,Action,Kaneko Co.. Ltd.,12/15/1992
13609,Chester Cheetah: Too Cool to Fool,Genesis,Action,Kaneko Co.. Ltd.,12/15/1992
15792,Cal Ripken Jr. Baseball,Genesis,Sports,Mindscape. Inc.,12/15/1992
15792,Cal Ripken Jr. Baseball,SNES,Sports,Mindscape. Inc.,12/15/1992
27453,Sensible Soccer,Amiga,Soccer,Sensible Software,12/15/1992
27453,Sensible Soccer,Atari ST,Soccer,Sensible Software,12/15/1992
27453,Sensible Soccer,PC,Soccer,Sensible Software,12/15/1992
27453,Sensible Soccer,Genesis,Soccer,Sensible Software,12/15/1992
30955,Tiny Toon Adventures: Cartoon Workshop,Game Boy Advance,Strategy,Pipe Dream Interactive,12/15/1992
29264,Mega Man III,Game Boy,Platformer,Capcom,12/11/1992
1223,Mega Man 5,GameCube,Action,Capcom,12/8/1992
1223,Mega Man 5,PlayStation 2,Action,Capcom,12/8/1992
1223,Mega Man 5,Xbox,Action,Capcom,12/8/1992
1223,Mega Man 5,PlayStation,Action,Capcom,12/8/1992
1223,Mega Man 5,NES,Action,Capcom,12/8/1992
12707,Dr. Franken,Game Boy,Action,Motivetime Ltd.,12/1/1992
22362,Street Fighter II: Hyper Fighting,Xbox 360,Fighting,Capcom,12/1/1992
22362,Street Fighter II: Hyper Fighting,Xbox Live Marketplace,Fighting,Capcom,12/1/1992
22362,Street Fighter II: Hyper Fighting,Arcade,Fighting,Capcom,12/1/1992
22362,Street Fighter II: Hyper Fighting,SNES,Fighting,Capcom,12/1/1992
22362,Street Fighter II: Hyper Fighting,PlayStation,Fighting,Capcom,12/1/1992
22362,Street Fighter II: Hyper Fighting,Saturn,Fighting,Capcom,12/1/1992
13986,Soul Blazer,SNES,Role-Playing,Quintet Co.. Ltd.,11/27/1992
1662,Sonic the Hedgehog 2,iPhone,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,Sega Master System,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,Game Gear,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,Genesis,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,Wii Shop,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,Xbox Live Marketplace,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,Saturn,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,PlayStation 2,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,PlayStation 3,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,PSP,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,GameCube,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,Xbox,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,Xbox 360,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,Nintendo DS,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,PC,Action,Sonic Team,11/24/1992
1662,Sonic the Hedgehog 2,Game.Com,Action,Sonic Team,11/24/1992
10276,The Legend of Zelda: A Link to the Past,SNES,Action-Adventure,Nintendo EAD,11/21/1992
10276,The Legend of Zelda: A Link to the Past,Game Boy Advance,Action-Adventure,Nintendo EAD,11/21/1992
10276,The Legend of Zelda: A Link to the Past,Wii Shop,Action-Adventure,Nintendo EAD,11/21/1992
10276,The Legend of Zelda: A Link to the Past,Satellaview,Action-Adventure,Nintendo EAD,11/21/1992
1922,The Magical Quest Starring Mickey Mouse,SNES,Platformer,Capcom,11/20/1992
1922,The Magical Quest Starring Mickey Mouse,Genesis,Platformer,Capcom,11/20/1992
1922,The Magical Quest Starring Mickey Mouse,Game Boy Advance,Platformer,Capcom,11/20/1992
19338,Air Zonk,TurboGrafx-16,Action,RED Company,11/20/1992
19338,Air Zonk,Wii Shop,Action,RED Company,11/20/1992
1450,Firepower 2000,Genesis,Shooter,SCi Games Ltd.,11/15/1992
1450,Firepower 2000,SNES,Shooter,SCi Games Ltd.,11/15/1992
1688,Rex Nebular and the Cosmic Gender Bender,Mac,Adventure,MicroProse Software. Inc.,11/15/1992
1688,Rex Nebular and the Cosmic Gender Bender,PC,Adventure,MicroProse Software. Inc.,11/15/1992
4948,Captain Novolin,SNES,Educational,Acclaim Studios Salt Lake City,11/15/1992
22232,GunForce,SNES,Shooter,Irem Corp.,11/15/1992
30933,Dino Rex,DSiWare,Simulation,Nnooo,11/15/1992
14425,Super Mario Land 2: 6 Golden Coins,Game Boy,Platformer,Nintendo R&D1,11/2/1992
27293,Tecmo NBA Basketball,NES,Sports,Tecmo Koei Co.. Ltd.,11/1/1992
19250,Shin Megami Tensei,Game Boy Advance,Role-Playing,Atlus Co.. Ltd.,10/30/1992
19250,Shin Megami Tensei,SNES,Role-Playing,Atlus Co.. Ltd.,10/30/1992
19250,Shin Megami Tensei,TurboGrafx CD,Role-Playing,Atlus Co.. Ltd.,10/30/1992
19250,Shin Megami Tensei,PlayStation,Role-Playing,Atlus Co.. Ltd.,10/30/1992
19250,Shin Megami Tensei,Sega CD,Role-Playing,Atlus Co.. Ltd.,10/30/1992
19250,Shin Megami Tensei,Wii Shop,Role-Playing,Atlus Co.. Ltd.,10/30/1992
14592,Little Samson,NES,Action,Takeru,10/22/1992
798,Math Rescue,PC,Educational,Redwood Games,10/15/1992
8884,Zool,Game Boy,Action,Gremlin Graphics Software Ltd.,10/15/1992
8884,Zool,Game Gear,Action,Gremlin Graphics Software Ltd.,10/15/1992
8884,Zool,Genesis,Action,Gremlin Graphics Software Ltd.,10/15/1992
8884,Zool,Amiga CD32,Action,Gremlin Graphics Software Ltd.,10/15/1992
8884,Zool,Sega Master System,Action,Gremlin Graphics Software Ltd.,10/15/1992
8884,Zool,SNES,Action,Gremlin Graphics Software Ltd.,10/15/1992
8884,Zool,Atari ST,Action,Gremlin Graphics Software Ltd.,10/15/1992
8884,Zool,PC,Action,Gremlin Graphics Software Ltd.,10/15/1992
8884,Zool,Amiga,Action,Gremlin Graphics Software Ltd.,10/15/1992
8884,Zool,Jaguar,Action,Gremlin Graphics Software Ltd.,10/15/1992
8884,Zool,Arcade,Action,Gremlin Graphics Software Ltd.,10/15/1992
12013,Wizardry: Crusaders of the Dark Savant,NEC PC-9801,Role-Playing,Sir-tech Software. Inc.,10/15/1992
12013,Wizardry: Crusaders of the Dark Savant,PlayStation,Role-Playing,Sir-tech Software. Inc.,10/15/1992
12013,Wizardry: Crusaders of the Dark Savant,PC,Role-Playing,Sir-tech Software. Inc.,10/15/1992
12013,Wizardry: Crusaders of the Dark Savant,FM Towns,Role-Playing,Sir-tech Software. Inc.,10/15/1992
12013,Wizardry: Crusaders of the Dark Savant,Mac,Role-Playing,Sir-tech Software. Inc.,10/15/1992
13319,Dalek Attack,ZX Spectrum,Action,221B Software Development,10/15/1992
13319,Dalek Attack,Amiga,Action,221B Software Development,10/15/1992
13319,Dalek Attack,PC,Action,221B Software Development,10/15/1992
13319,Dalek Attack,Atari ST,Action,221B Software Development,10/15/1992
13319,Dalek Attack,Commodore 64,Action,221B Software Development,10/15/1992
13362,BlaZeon: The Bio-Cyborg Challenge,SNES,Action,A.I Co.. Ltd.,10/15/1992
16653,Gargoyle's Quest II: The Demon Darkness,NES,Action,Capcom,10/15/1992
17303,Out of Gas,Game Boy,Shooter,Realtime Associates. Inc.,10/15/1992
18919,Panic Restaurant,NES,Action,EIM Ltd.,10/15/1992
20007,NCAA Basketball,SNES,Sports,Acclaim Studios Salt Lake City,10/15/1992
22703,Dragon Quest IV: Chapters of the Chosen,Nintendo DS,Role-Playing,Chunsoft,10/15/1992
22703,Dragon Quest IV: Chapters of the Chosen,NES,Role-Playing,Chunsoft,10/15/1992
22703,Dragon Quest IV: Chapters of the Chosen,PlayStation,Role-Playing,Chunsoft,10/15/1992
28262,TKO Super Championship Boxing,SNES,Boxing,Sting Entertainment,10/15/1992
7427,Sewer Shark,3DO,Action,Digital Pictures. Inc.,10/15/1992
7427,Sewer Shark,Sega CD,Action,Digital Pictures. Inc.,10/15/1992
10517,Make My Video: INXS,Sega CD,Music/Rhythm,Digital Pictures. Inc.,10/15/1992
18648,Night Trap,3DO,Strategy,Digital Pictures. Inc.,10/15/1992
18648,Night Trap,PC,Strategy,Digital Pictures. Inc.,10/15/1992
18648,Night Trap,Sega 32X,Strategy,Digital Pictures. Inc.,10/15/1992
18648,Night Trap,Sega CD,Strategy,Digital Pictures. Inc.,10/15/1992
18648,Night Trap,Mac,Strategy,Digital Pictures. Inc.,10/15/1992
1744,Lethal Enforcers,SNES,Action,Konami Corporation,10/14/1992
1744,Lethal Enforcers,Sega CD,Action,Konami Corporation,10/14/1992
1744,Lethal Enforcers,Genesis,Action,Konami Corporation,10/14/1992
1744,Lethal Enforcers,Arcade,Action,Konami Corporation,10/14/1992
1744,Lethal Enforcers,PlayStation,Action,Konami Corporation,10/14/1992
7711,Super Double Dragon,SNES,Action,Technos Japan Corp.,10/10/1992
3421,Global Gladiators,Sega Master System,Platformer,Virgin Games. Inc.,10/7/1992
3421,Global Gladiators,Amiga,Platformer,Virgin Games. Inc.,10/7/1992
3421,Global Gladiators,Genesis,Platformer,Virgin Games. Inc.,10/7/1992
10643,Ultra-Quiz,PC,Educational,Pinnacle Software,10/6/1992
3638,Final Fantasy Mystic Quest,Wii Shop,Role-Playing,Square Co.. Ltd.,10/5/1992
3638,Final Fantasy Mystic Quest,SNES,Role-Playing,Square Co.. Ltd.,10/5/1992
23369,Ranma 1/2 Datou. Ganso Musabetsu Kakutou-Ryuu!,TurboGrafx CD,Fighting,Masaya,10/2/1992
16218,Battle Clash,SNES,Action,Intelligent Systems Co.. Ltd.,10/1/1992
30791,Wings 2: Aces High,PlayStation,Driving/Racing,Mud Duck Productions,10/1/1992
845,Contra Force,NES,Action,Konami Corporation,9/30/1992
2240,King's Quest VI: Heir Today. Gone Tomorrow,Amiga,Adventure,Sierra Entertainment. Inc.,9/30/1992
2240,King's Quest VI: Heir Today. Gone Tomorrow,Mac,Adventure,Sierra Entertainment. Inc.,9/30/1992
2240,King's Quest VI: Heir Today. Gone Tomorrow,PC,Adventure,Sierra Entertainment. Inc.,9/30/1992
2760,Art of Fighting,Genesis,Fighting,SNK Playmore,9/24/1992
2760,Art of Fighting,SNES,Fighting,SNK Playmore,9/24/1992
2760,Art of Fighting,TurboGrafx CD,Fighting,SNK Playmore,9/24/1992
2760,Art of Fighting,Neo Geo CD,Fighting,SNK Playmore,9/24/1992
2760,Art of Fighting,Neo Geo,Fighting,SNK Playmore,9/24/1992
2760,Art of Fighting,Wii Shop,Fighting,SNK Playmore,9/24/1992
2760,Art of Fighting,Arcade,Fighting,SNK Playmore,9/24/1992
2760,Art of Fighting,PlayStation 2,Fighting,SNK Playmore,9/24/1992
9710,Batman Returns,Amiga,Action,Dentons,9/18/1992
9710,Batman Returns,Game Gear,Action,Dentons,9/18/1992
9710,Batman Returns,Genesis,Action,Dentons,9/18/1992
9710,Batman Returns,NES,Action,Dentons,9/18/1992
9710,Batman Returns,Sega CD,Action,Dentons,9/18/1992
9710,Batman Returns,PC,Action,Dentons,9/18/1992
9710,Batman Returns,SNES,Action,Dentons,9/18/1992
9710,Batman Returns,Lynx,Action,Dentons,9/18/1992
12813,Spear of Destiny,PC,Action,id Software,9/18/1992
150,Captain Planet and the Planeteers,NES,Action,Chris Gray Enterprises Inc.,9/15/1992
9730,The Simpsons: Bart vs. the Juggernauts,Game Boy,Action,Imagineering Inc.,9/15/1992
12192,Axelay,SNES,Action,Konami Corporation,9/15/1992
12192,Axelay,Wii Shop,Action,Konami Corporation,9/15/1992
15383,The Simpsons: Bart's Nightmare,Genesis,Shooter,Acclaim Studios Salt Lake City,9/15/1992
15383,The Simpsons: Bart's Nightmare,SNES,Shooter,Acclaim Studios Salt Lake City,9/15/1992
18596,Power Blade II,NES,Action,Taito Corporation,9/15/1992
18779,Adventure Island III,Game Boy,Action,Hudson Entertainment. Inc.,9/15/1992
18779,Adventure Island III,NES,Action,Hudson Entertainment. Inc.,9/15/1992
18779,Adventure Island III,Game Boy Advance,Action,Hudson Entertainment. Inc.,9/15/1992
20656,Bionic Commando,Game Boy,Action,Capcom,9/15/1992
29459,DinoCity,SNES,Platformer,Irem Corp.,9/15/1992
10205,Kaeru no tame ni Kane wa Naru,Game Boy,Action,Nintendo R&D1,9/4/1992
11129,NHL Hockey,PC,Sports,Park Place Productions,9/1/1992
11129,NHL Hockey,Game Gear,Sports,Park Place Productions,9/1/1992
11129,NHL Hockey,Genesis,Sports,Park Place Productions,9/1/1992
11965,Tecmo Cup Soccer Game,NES,Sports,Tecmo Koei Co.. Ltd.,9/1/1992
17244,Jeep Jamboree: Off Road Adventure,Game Boy,Driving/Racing,Gremlin Graphics Software Ltd.,9/1/1992
17359,Championship Manager,Amiga,Strategy,Sports Interactive Limited,9/1/1992
17359,Championship Manager,Atari ST,Strategy,Sports Interactive Limited,9/1/1992
17359,Championship Manager,PC,Strategy,Sports Interactive Limited,9/1/1992
19071,Super Mario Kart,SNES,Driving/Racing,Nintendo EAD,9/1/1992
19071,Super Mario Kart,Wii Shop,Driving/Racing,Nintendo EAD,9/1/1992
455,Super Play Action Football,SNES,Sports,Nintendo,8/15/1992
5664,Super Buster Bros.,SNES,Action,Capcom,8/15/1992
30787,WWF Superstars 2,iPhone,Puzzle,Backflip Studios,8/15/1992
22266,Gadget Twins,Genesis,Action,Imagitec Design Inc.,8/13/1992
2793,Splatterhouse 2,Xbox 360,Action,Namco Bandai Games Inc.,8/3/1992
2793,Splatterhouse 2,PlayStation 3,Action,Namco Bandai Games Inc.,8/3/1992
2793,Splatterhouse 2,Genesis,Action,Namco Bandai Games Inc.,8/3/1992
2793,Splatterhouse 2,Wii Shop,Action,Namco Bandai Games Inc.,8/3/1992
3102,Alone in the Dark,Acorn Archimedes,Action-Adventure,Atari SA,8/3/1992
3102,Alone in the Dark,Mac,Action-Adventure,Atari SA,8/3/1992
3102,Alone in the Dark,3DO,Action-Adventure,Atari SA,8/3/1992
3102,Alone in the Dark,Game Boy Color,Action-Adventure,Atari SA,8/3/1992
3102,Alone in the Dark,PC,Action-Adventure,Atari SA,8/3/1992
3102,Alone in the Dark,FM Towns,Action-Adventure,Atari SA,8/3/1992
8791,Mario Paint,SNES,Educational,Nintendo,8/1/1992
8791,Mario Paint,PC,Educational,Nintendo,8/1/1992
19788,Kirby's Dream Land,Game Boy,Action,HAL Laboratory. Inc.,8/1/1992
5164,Advanced Busterhawk Gleylancer,Genesis,Action,NCS Corporation,7/17/1992
5164,Advanced Busterhawk Gleylancer,Wii Shop,Action,NCS Corporation,7/17/1992
4020,DragonStrike,Amiga,Action,Westwood Associates,7/15/1992
4020,DragonStrike,PC,Action,Westwood Associates,7/15/1992
4020,DragonStrike,Commodore 64,Action,Westwood Associates,7/15/1992
4020,DragonStrike,NES,Action,Westwood Associates,7/15/1992
5944,Spanky's Quest,Game Boy,Action,Natsume,7/15/1992
5944,Spanky's Quest,SNES,Action,Natsume,7/15/1992
11105,Wave Race,Game Boy,Driving/Racing,Nintendo EAD,7/1/1992
23383,Ranma 1/2 Netsuretsu Kakutouhen,Game Boy,Adventure,Banpresto Co.. Ltd.,7/1/1992
9522,The Legend of the Mystical Ninja,SNES,Action,Konami Computer Entertainment Osaka Co.. Ltd.,6/30/1992
9522,The Legend of the Mystical Ninja,Wii Shop,Action,Konami Computer Entertainment Osaka Co.. Ltd.,6/30/1992
9522,The Legend of the Mystical Ninja,Game Boy Advance,Action,Konami Computer Entertainment Osaka Co.. Ltd.,6/30/1992
9432,King of the Monsters 2: The Next Thing,Arcade,Action,TAKARA Co.. Ltd.,6/19/1992
9432,King of the Monsters 2: The Next Thing,Genesis,Action,TAKARA Co.. Ltd.,6/19/1992
9432,King of the Monsters 2: The Next Thing,SNES,Action,TAKARA Co.. Ltd.,6/19/1992
9432,King of the Monsters 2: The Next Thing,Neo Geo CD,Action,TAKARA Co.. Ltd.,6/19/1992
9432,King of the Monsters 2: The Next Thing,Neo Geo,Action,TAKARA Co.. Ltd.,6/19/1992
1203,The Patrician,Amiga,Strategy,Ascon GmbH,6/15/1992
1203,The Patrician,Atari ST,Strategy,Ascon GmbH,6/15/1992
1203,The Patrician,PC,Strategy,Ascon GmbH,6/15/1992
8765,Arcana,SNES,Role-Playing,HAL Laboratory. Inc.,6/15/1992
24622,Super Mario Bros. Mushroom World,Pinball,Pinball,Gottlieb,6/15/1992
11805,Chakan,Genesis,Action,Sega,6/8/1992
21421,Star Trek: 25th Anniversary,PC,Adventure,Interplay Entertainment Corp.,6/8/1992
21421,Star Trek: 25th Anniversary,Mac,Adventure,Interplay Entertainment Corp.,6/8/1992
21421,Star Trek: 25th Anniversary,Amiga,Adventure,Interplay Entertainment Corp.,6/8/1992
11083,Rocky Rodent,SNES,Action,Irem Corp.,6/4/1992
11864,Super Soccer,SNES,Sports,Human Entertainment. Inc.,6/4/1992
3633,Indiana Jones and the Fate of Atlantis,Wii,Adventure,LucasArts Entertainment Company LLC,6/1/1992
3633,Indiana Jones and the Fate of Atlantis,Amiga,Adventure,LucasArts Entertainment Company LLC,6/1/1992
3633,Indiana Jones and the Fate of Atlantis,Mac,Adventure,LucasArts Entertainment Company LLC,6/1/1992
3633,Indiana Jones and the Fate of Atlantis,Atari ST,Adventure,LucasArts Entertainment Company LLC,6/1/1992
3633,Indiana Jones and the Fate of Atlantis,FM Towns,Adventure,LucasArts Entertainment Company LLC,6/1/1992
3633,Indiana Jones and the Fate of Atlantis,PC,Adventure,LucasArts Entertainment Company LLC,6/1/1992
14450,Super Star Wars,SNES,Action,Acclaim Studios Salt Lake City,6/1/1992
14450,Super Star Wars,Wii Shop,Action,Acclaim Studios Salt Lake City,6/1/1992
19197,Yoshi,Game Boy,Puzzle,Nintendo,6/1/1992
19197,Yoshi,NES,Puzzle,Nintendo,6/1/1992
19197,Yoshi,Wii Shop,Puzzle,Nintendo,6/1/1992
23931,X,Game Boy,Shooter,Argonaut Games PLC,5/29/1992
11175,Kid Chameleon,Genesis,Action,Sega Technical Institute,5/28/1992
11175,Kid Chameleon,Wii Shop,Action,Sega Technical Institute,5/28/1992
11175,Kid Chameleon,PSP,Action,Sega Technical Institute,5/28/1992
11175,Kid Chameleon,PlayStation 3,Action,Sega Technical Institute,5/28/1992
11175,Kid Chameleon,PlayStation 2,Action,Sega Technical Institute,5/28/1992
11175,Kid Chameleon,Xbox 360,Action,Sega Technical Institute,5/28/1992
11175,Kid Chameleon,PC,Action,Sega Technical Institute,5/28/1992
17831,Metal Max,Wii Shop,Adventure,Crea-Tech,5/24/1992
17831,Metal Max,PSP,Adventure,Crea-Tech,5/24/1992
17831,Metal Max,NES,Adventure,Crea-Tech,5/24/1992
1796,Word Rescue,PC,Action,Redwood Games,5/15/1992
13994,Boppin',Amiga,Strategy,Accursed Toys. Inc.,5/15/1992
13994,Boppin',PC,Strategy,Accursed Toys. Inc.,5/15/1992
23690,Strider Returns,Genesis,Platformer,Tiertex Design Studios,5/12/1992
23690,Strider Returns,Game Gear,Platformer,Tiertex Design Studios,5/12/1992
23690,Strider Returns,Sega Master System,Platformer,Tiertex Design Studios,5/12/1992
23690,Strider Returns,Amiga,Platformer,Tiertex Design Studios,5/12/1992
23690,Strider Returns,Amstrad CPC,Platformer,Tiertex Design Studios,5/12/1992
23690,Strider Returns,Atari ST,Platformer,Tiertex Design Studios,5/12/1992
23690,Strider Returns,Commodore 64,Platformer,Tiertex Design Studios,5/12/1992
23690,Strider Returns,ZX Spectrum,Platformer,Tiertex Design Studios,5/12/1992
7694,Wolfenstein 3D,Acorn Archimedes,Action,id Software,5/5/1992
7694,Wolfenstein 3D,Game Boy Advance,Action,id Software,5/5/1992
7694,Wolfenstein 3D,Apple IIgs,Action,id Software,5/5/1992
7694,Wolfenstein 3D,SNES,Action,id Software,5/5/1992
7694,Wolfenstein 3D,Mac,Action,id Software,5/5/1992
7694,Wolfenstein 3D,3DO,Action,id Software,5/5/1992
7694,Wolfenstein 3D,Jaguar,Action,id Software,5/5/1992
7694,Wolfenstein 3D,PC,Action,id Software,5/5/1992
7694,Wolfenstein 3D,iPhone,Action,id Software,5/5/1992
7694,Wolfenstein 3D,PlayStation Network (PS3),Action,id Software,5/5/1992
7694,Wolfenstein 3D,Xbox Live Marketplace,Action,id Software,5/5/1992
5429,The Lost Vikings,Amiga,Strategy,Blizzard Entertainment,5/4/1992
5429,The Lost Vikings,Game Boy Advance,Strategy,Blizzard Entertainment,5/4/1992
5429,The Lost Vikings,Genesis,Strategy,Blizzard Entertainment,5/4/1992
5429,The Lost Vikings,Amiga CD32,Strategy,Blizzard Entertainment,5/4/1992
5429,The Lost Vikings,SNES,Strategy,Blizzard Entertainment,5/4/1992
5429,The Lost Vikings,PC,Strategy,Blizzard Entertainment,5/4/1992
23001,Wacky Races,NES,Platformer,Atlus Co.. Ltd.,5/1/1992
28136,Xardion,SNES,Action,Asmik Corporation,5/1/1992
30716,Minotaur: The Labyrinths of Crete,iPhone,Action,Bitforge,4/30/1992
24621,Super Mario Bros.,Pinball,Pinball,Gottlieb,4/25/1992
9364,Top Gear,SNES,Action,Gremlin Graphics Software Ltd.,4/16/1992
10464,Amberstar,Amiga,Adventure,Thalion Software,4/16/1992
10464,Amberstar,Atari ST,Adventure,Thalion Software,4/16/1992
10464,Amberstar,PC,Adventure,Thalion Software,4/16/1992
18223,Top Gear: Dare Devil,PlayStation 2,Action,Papaya Studios,4/16/1992
1096,Street Fighter II: Champion Edition,Sega Master System,Fighting,Capcom,4/15/1992
1096,Street Fighter II: Champion Edition,Genesis,Fighting,Capcom,4/15/1992
1096,Street Fighter II: Champion Edition,TurboGrafx-16,Fighting,Capcom,4/15/1992
1096,Street Fighter II: Champion Edition,Arcade,Fighting,Capcom,4/15/1992
1096,Street Fighter II: Champion Edition,Wii Shop,Fighting,Capcom,4/15/1992
1096,Street Fighter II: Champion Edition,Sharp X68000,Fighting,Capcom,4/15/1992
1096,Street Fighter II: Champion Edition,PlayStation,Fighting,Capcom,4/15/1992
1096,Street Fighter II: Champion Edition,Saturn,Fighting,Capcom,4/15/1992
4998,The Mutant Virus: Crisis in a Computer World,NES,Action,Rocket Science Games. Inc.,4/15/1992
6143,Super Adventure Island,SNES,Action,Hudson Entertainment. Inc.,4/15/1992
6458,Super Hunchback,Game Boy,Action,Ocean Software Ltd.,4/15/1992
17058,1-0 Soccer Manager,PC,Sports,New Era Software,4/15/1992
17563,Paperboy 2,Amiga,Driving/Racing,Tengen,4/15/1992
17563,Paperboy 2,Game Boy,Driving/Racing,Tengen,4/15/1992
17563,Paperboy 2,Game Gear,Driving/Racing,Tengen,4/15/1992
17563,Paperboy 2,Genesis,Driving/Racing,Tengen,4/15/1992
17563,Paperboy 2,SNES,Driving/Racing,Tengen,4/15/1992
17563,Paperboy 2,Amstrad CPC,Driving/Racing,Tengen,4/15/1992
17563,Paperboy 2,Atari ST,Driving/Racing,Tengen,4/15/1992
17563,Paperboy 2,ZX Spectrum,Driving/Racing,Tengen,4/15/1992
17563,Paperboy 2,NES,Driving/Racing,Tengen,4/15/1992
17563,Paperboy 2,PC,Driving/Racing,Tengen,4/15/1992
17985,Hatris,Game Boy,Strategy,Bullet-Proof Software. Inc.,4/15/1992
17985,Hatris,NES,Strategy,Bullet-Proof Software. Inc.,4/15/1992
17985,Hatris,Arcade,Strategy,Bullet-Proof Software. Inc.,4/15/1992
17985,Hatris,TurboGrafx-16,Strategy,Bullet-Proof Software. Inc.,4/15/1992
23656,Hook,NES,Platformer,Ukiyotei Company. Ltd.,4/15/1992
23656,Hook,SNES,Platformer,Ukiyotei Company. Ltd.,4/15/1992
23656,Hook,Genesis,Platformer,Ukiyotei Company. Ltd.,4/15/1992
23656,Hook,Game Gear,Platformer,Ukiyotei Company. Ltd.,4/15/1992
23656,Hook,Sega CD,Platformer,Ukiyotei Company. Ltd.,4/15/1992
23656,Hook,Game Boy,Platformer,Ukiyotei Company. Ltd.,4/15/1992
24515,Ultimate Air Combat,NES,Action,Activision,4/15/1992
30347,Raiden Trad,SNES,Shoot 'Em Up,Micronics,4/15/1992
30347,Raiden Trad,Genesis,Shoot 'Em Up,Micronics,4/15/1992
30347,Raiden Trad,FM Towns,Shoot 'Em Up,Micronics,4/15/1992
30465,True Golf Classics: Pebble Beach Golf Links,SNES,Golf,T&E Soft. Inc.,4/15/1992
3016,Contra III: The Alien Wars,Game Boy,Action,Konami Corporation,4/6/1992
